"qseqid","mrca","ps","mrca_name"
"Lflavo2a000842P1","131567",1,"cellular organisms"
"Lflavo2a000867P1","131567",1,"cellular organisms"
"Lflavo2a000874P1","131567",1,"cellular organisms"
"Lflavo2a000899P1","131567",1,"cellular organisms"
"Lflavo2a000916P1","131567",1,"cellular organisms"
"Lflavo2a000916P2","131567",1,"cellular organisms"
"Lflavo2a000916P3","131567",1,"cellular organisms"
"Lflavo2a000916P4","131567",1,"cellular organisms"
"Lflavo2a000924P1","131567",1,"cellular organisms"
"Lflavo2a000928P1","131567",1,"cellular organisms"
"Lflavo2a000938P1","131567",1,"cellular organisms"
"Lflavo2a000955P1","131567",1,"cellular organisms"
"Lflavo2a000965P1","131567",1,"cellular organisms"
"Lflavo2a000965P2","131567",1,"cellular organisms"
"Lflavo2a000979P1","131567",1,"cellular organisms"
"Lflavo2a000999P1","131567",1,"cellular organisms"
"Lflavo2a001003P1","131567",1,"cellular organisms"
"Lflavo2a001006P1","131567",1,"cellular organisms"
"Lflavo2a001021P1","131567",1,"cellular organisms"
"Lflavo2a001035P1","131567",1,"cellular organisms"
"Lflavo2a001043P1","131567",1,"cellular organisms"
"Lflavo2a001048P1","131567",1,"cellular organisms"
"Lflavo2a001069P1","131567",1,"cellular organisms"
"Lflavo2a001073P1","131567",1,"cellular organisms"
"Lflavo2a001091P1","131567",1,"cellular organisms"
"Lflavo2a001092P1","131567",1,"cellular organisms"
"Lflavo2a001096P1","131567",1,"cellular organisms"
"Lflavo2a001100P1","131567",1,"cellular organisms"
"Lflavo2a001100P2","131567",1,"cellular organisms"
"Lflavo2a001109P1","131567",1,"cellular organisms"
"Lflavo2a001114P1","131567",1,"cellular organisms"
"Lflavo2a001135P1","131567",1,"cellular organisms"
"Lflavo2a001135P2","131567",1,"cellular organisms"
"Lflavo2a001167P1","131567",1,"cellular organisms"
"Lflavo2a001184P1","131567",1,"cellular organisms"
"Lflavo2a001218P1","131567",1,"cellular organisms"
"Lflavo2a001221P1","131567",1,"cellular organisms"
"Lflavo2a001253P1","131567",1,"cellular organisms"
"Lflavo2a001257P1","131567",1,"cellular organisms"
"Lflavo2a001263P1","131567",1,"cellular organisms"
"Lflavo2a001265P1","131567",1,"cellular organisms"
"Lflavo2a001266P1","131567",1,"cellular organisms"
"Lflavo2a001285P1","131567",1,"cellular organisms"
"Lflavo2a001301P1","131567",1,"cellular organisms"
"Lflavo2a001322P1","131567",1,"cellular organisms"
"Lflavo2a001323P1","131567",1,"cellular organisms"
"Lflavo2a001328P1","131567",1,"cellular organisms"
"Lflavo2a001328P2","131567",1,"cellular organisms"
"Lflavo2a001349P1","131567",1,"cellular organisms"
"Lflavo2a001349P2","131567",1,"cellular organisms"
"Lflavo2a001353P1","131567",1,"cellular organisms"
"Lflavo2a001354P1","131567",1,"cellular organisms"
"Lflavo2a001364P1","131567",1,"cellular organisms"
"Lflavo2a001386P1","131567",1,"cellular organisms"
"Lflavo2a001404P1","131567",1,"cellular organisms"
"Lflavo2a001404P3","131567",1,"cellular organisms"
"Lflavo2a001404P4","131567",1,"cellular organisms"
"Lflavo2a001404P5","131567",1,"cellular organisms"
"Lflavo2a001413P1","131567",1,"cellular organisms"
"Lflavo2a001413P2","131567",1,"cellular organisms"
"Lflavo2a001413P3","131567",1,"cellular organisms"
"Lflavo2a001414P1","131567",1,"cellular organisms"
"Lflavo2a001436P1","131567",1,"cellular organisms"
"Lflavo2a001445P1","131567",1,"cellular organisms"
"Lflavo2a001446P1","131567",1,"cellular organisms"
"Lflavo2a001446P2","131567",1,"cellular organisms"
"Lflavo2a001447P1","131567",1,"cellular organisms"
"Lflavo2a001457P1","131567",1,"cellular organisms"
"Lflavo2a001460P1","131567",1,"cellular organisms"
"Lflavo2a001466P1","131567",1,"cellular organisms"
"Lflavo2a001498P1","131567",1,"cellular organisms"
"Lflavo2a001517P1","131567",1,"cellular organisms"
"Lflavo2a001532P1","131567",1,"cellular organisms"
"Lflavo2a001541P1","131567",1,"cellular organisms"
"Lflavo2a001559P1","131567",1,"cellular organisms"
"Lflavo2a001563P1","131567",1,"cellular organisms"
"Lflavo2a001567P1","131567",1,"cellular organisms"
"Lflavo2a001589P1","131567",1,"cellular organisms"
"Lflavo2a001589P2","131567",1,"cellular organisms"
"Lflavo2a001589P3","131567",1,"cellular organisms"
"Lflavo2a001592P1","131567",1,"cellular organisms"
"Lflavo2a001603P1","131567",1,"cellular organisms"
"Lflavo2a001606P1","131567",1,"cellular organisms"
"Lflavo2a001618P1","131567",1,"cellular organisms"
"Lflavo2a001628P1","131567",1,"cellular organisms"
"Lflavo2a001640P1","131567",1,"cellular organisms"
"Lflavo2a001642P1","131567",1,"cellular organisms"
"Lflavo2a001649P1","131567",1,"cellular organisms"
"Lflavo2a001649P2","131567",1,"cellular organisms"
"Lflavo2a001649P5","131567",1,"cellular organisms"
"Lflavo2a001649P6","131567",1,"cellular organisms"
"Lflavo2a001663P1","131567",1,"cellular organisms"
"Lflavo2a001670P1","131567",1,"cellular organisms"
"Lflavo2a001684P1","131567",1,"cellular organisms"
"Lflavo2a001685P1","131567",1,"cellular organisms"
"Lflavo2a001685P2","131567",1,"cellular organisms"
"Lflavo2a001685P3","131567",1,"cellular organisms"
"Lflavo2a001688P1","131567",1,"cellular organisms"
"Lflavo2a001707P1","131567",1,"cellular organisms"
"Lflavo2a001707P2","131567",1,"cellular organisms"
"Lflavo2a001707P3","131567",1,"cellular organisms"
"Lflavo2a001707P4","131567",1,"cellular organisms"
"Lflavo2a001707P5","131567",1,"cellular organisms"
"Lflavo2a001717P1","131567",1,"cellular organisms"
"Lflavo2a001740P1","131567",1,"cellular organisms"
"Lflavo2a001740P2","131567",1,"cellular organisms"
"Lflavo2a001740P3","131567",1,"cellular organisms"
"Lflavo2a001740P4","131567",1,"cellular organisms"
"Lflavo2a001740P5","131567",1,"cellular organisms"
"Lflavo2a001740P6","131567",1,"cellular organisms"
"Lflavo2a001740P7","131567",1,"cellular organisms"
"Lflavo2a001740P8","131567",1,"cellular organisms"
"Lflavo2a001740P9","131567",1,"cellular organisms"
"Lflavo2a001811P1","131567",1,"cellular organisms"
"Lflavo2a001820P1","131567",1,"cellular organisms"
"Lflavo2a001842P1","131567",1,"cellular organisms"
"Lflavo2a001844P1","131567",1,"cellular organisms"
"Lflavo2a001849P1","131567",1,"cellular organisms"
"Lflavo2a001850P1","131567",1,"cellular organisms"
"Lflavo2a001851P1","131567",1,"cellular organisms"
"Lflavo2a001887P1","131567",1,"cellular organisms"
"Lflavo2a001893P1","131567",1,"cellular organisms"
"Lflavo2a001900P1","131567",1,"cellular organisms"
"Lflavo2a001900P2","131567",1,"cellular organisms"
"Lflavo2a001901P1","131567",1,"cellular organisms"
"Lflavo2a001921P1","131567",1,"cellular organisms"
"Lflavo2a001941P1","131567",1,"cellular organisms"
"Lflavo2a001950P1","131567",1,"cellular organisms"
"Lflavo2a001966P1","131567",1,"cellular organisms"
"Lflavo2a001966P2","131567",1,"cellular organisms"
"Lflavo2a001966P3","131567",1,"cellular organisms"
"Lflavo2a001966P4","131567",1,"cellular organisms"
"Lflavo2a001966P5","131567",1,"cellular organisms"
"Lflavo2a001966P6","131567",1,"cellular organisms"
"Lflavo2a001973P1","131567",1,"cellular organisms"
"Lflavo2a001978P1","131567",1,"cellular organisms"
"Lflavo2a001994P1","131567",1,"cellular organisms"
"Lflavo2a001995P1","131567",1,"cellular organisms"
"Lflavo2a001998P1","131567",1,"cellular organisms"
"Lflavo2a001999P1","131567",1,"cellular organisms"
"Lflavo2a002004P1","131567",1,"cellular organisms"
"Lflavo2a002005P1","131567",1,"cellular organisms"
"Lflavo2a002014P1","131567",1,"cellular organisms"
"Lflavo2a002014P2","131567",1,"cellular organisms"
"Lflavo2a002014P3","131567",1,"cellular organisms"
"Lflavo2a002018P2","131567",1,"cellular organisms"
"Lflavo2a002018P3","131567",1,"cellular organisms"
"Lflavo2a002031P1","131567",1,"cellular organisms"
"Lflavo2a002031P2","131567",1,"cellular organisms"
"Lflavo2a002031P3","131567",1,"cellular organisms"
"Lflavo2a002040P1","131567",1,"cellular organisms"
"Lflavo2a002044P1","131567",1,"cellular organisms"
"Lflavo2a002057P1","131567",1,"cellular organisms"
"Lflavo2a002057P3","131567",1,"cellular organisms"
"Lflavo2a002058P1","131567",1,"cellular organisms"
"Lflavo2a002076P1","131567",1,"cellular organisms"
"Lflavo2a002076P2","131567",1,"cellular organisms"
"Lflavo2a002078P1","131567",1,"cellular organisms"
"Lflavo2a002098P1","131567",1,"cellular organisms"
"Lflavo2a002177P1","131567",1,"cellular organisms"
"Lflavo2a002178P1","131567",1,"cellular organisms"
"Lflavo2a002182P1","131567",1,"cellular organisms"
"Lflavo2a002193P1","131567",1,"cellular organisms"
"Lflavo2a002198P1","131567",1,"cellular organisms"
"Lflavo2a002246P1","131567",1,"cellular organisms"
"Lflavo2a002251P1","131567",1,"cellular organisms"
"Lflavo2a002272P1","131567",1,"cellular organisms"
"Lflavo2a002272P2","131567",1,"cellular organisms"
"Lflavo2a002300P4","131567",1,"cellular organisms"
"Lflavo2a002300P6","131567",1,"cellular organisms"
"Lflavo2a002304P1","131567",1,"cellular organisms"
"Lflavo2a002313P2","131567",1,"cellular organisms"
"Lflavo2a002318P1","131567",1,"cellular organisms"
"Lflavo2a002318P2","131567",1,"cellular organisms"
"Lflavo2a002318P3","131567",1,"cellular organisms"
"Lflavo2a002325P1","131567",1,"cellular organisms"
"Lflavo2a002328P1","131567",1,"cellular organisms"
"Lflavo2a002339P1","131567",1,"cellular organisms"
"Lflavo2a002370P1","131567",1,"cellular organisms"
"Lflavo2a002411P1","131567",1,"cellular organisms"
"Lflavo2a002420P1","131567",1,"cellular organisms"
"Lflavo2a002424P1","131567",1,"cellular organisms"
"Lflavo2a002426P2","131567",1,"cellular organisms"
"Lflavo2a002441P1","131567",1,"cellular organisms"
"Lflavo2a002454P1","131567",1,"cellular organisms"
"Lflavo2a002456P1","131567",1,"cellular organisms"
"Lflavo2a002456P10","131567",1,"cellular organisms"
"Lflavo2a002456P11","131567",1,"cellular organisms"
"Lflavo2a002456P12","131567",1,"cellular organisms"
"Lflavo2a002456P2","131567",1,"cellular organisms"
"Lflavo2a002456P3","131567",1,"cellular organisms"
"Lflavo2a002456P4","131567",1,"cellular organisms"
"Lflavo2a002456P5","131567",1,"cellular organisms"
"Lflavo2a002456P6","131567",1,"cellular organisms"
"Lflavo2a002456P7","131567",1,"cellular organisms"
"Lflavo2a002456P8","131567",1,"cellular organisms"
"Lflavo2a002456P9","131567",1,"cellular organisms"
"Lflavo2a002464P1","131567",1,"cellular organisms"
"Lflavo2a002497P1","131567",1,"cellular organisms"
"Lflavo2a002499P2","131567",1,"cellular organisms"
"Lflavo2a002502P1","131567",1,"cellular organisms"
"Lflavo2a002502P2","131567",1,"cellular organisms"
"Lflavo2a002510P1","131567",1,"cellular organisms"
"Lflavo2a002521P1","131567",1,"cellular organisms"
"Lflavo2a002521P2","131567",1,"cellular organisms"
"Lflavo2a002530P1","131567",1,"cellular organisms"
"Lflavo2a002546P1","131567",1,"cellular organisms"
"Lflavo2a002551P1","131567",1,"cellular organisms"
"Lflavo2a002561P1","131567",1,"cellular organisms"
"Lflavo2a002564P1","131567",1,"cellular organisms"
"Lflavo2a002579P1","131567",1,"cellular organisms"
"Lflavo2a002582P2","131567",1,"cellular organisms"
"Lflavo2a002582P3","131567",1,"cellular organisms"
"Lflavo2a002582P4","131567",1,"cellular organisms"
"Lflavo2a002633P1","131567",1,"cellular organisms"
"Lflavo2a002641P1","131567",1,"cellular organisms"
"Lflavo2a002673P1","131567",1,"cellular organisms"
"Lflavo2a002675P1","131567",1,"cellular organisms"
"Lflavo2a002697P1","131567",1,"cellular organisms"
"Lflavo2a002697P2","131567",1,"cellular organisms"
"Lflavo2a002697P3","131567",1,"cellular organisms"
"Lflavo2a002708P1","131567",1,"cellular organisms"
"Lflavo2a002709P1","131567",1,"cellular organisms"
"Lflavo2a002725P1","131567",1,"cellular organisms"
"Lflavo2a002751P1","131567",1,"cellular organisms"
"Lflavo2a002758P1","131567",1,"cellular organisms"
"Lflavo2a002784P1","131567",1,"cellular organisms"
"Lflavo2a002784P2","131567",1,"cellular organisms"
"Lflavo2a002810P1","131567",1,"cellular organisms"
"Lflavo2a002811P1","131567",1,"cellular organisms"
"Lflavo2a002811P2","131567",1,"cellular organisms"
"Lflavo2a002811P3","131567",1,"cellular organisms"
"Lflavo2a002814P1","131567",1,"cellular organisms"
"Lflavo2a002816P1","131567",1,"cellular organisms"
"Lflavo2a002817P1","131567",1,"cellular organisms"
"Lflavo2a002834P1","131567",1,"cellular organisms"
"Lflavo2a002838P1","131567",1,"cellular organisms"
"Lflavo2a002838P2","131567",1,"cellular organisms"
"Lflavo2a002838P3","131567",1,"cellular organisms"
"Lflavo2a002841P1","131567",1,"cellular organisms"
"Lflavo2a002847P1","131567",1,"cellular organisms"
"Lflavo2a002847P2","131567",1,"cellular organisms"
"Lflavo2a002848P1","131567",1,"cellular organisms"
"Lflavo2a002853P1","131567",1,"cellular organisms"
"Lflavo2a002856P1","131567",1,"cellular organisms"
"Lflavo2a002856P2","131567",1,"cellular organisms"
"Lflavo2a002856P3","131567",1,"cellular organisms"
"Lflavo2a002856P4","131567",1,"cellular organisms"
"Lflavo2a002867P1","131567",1,"cellular organisms"
"Lflavo2a002869P1","131567",1,"cellular organisms"
"Lflavo2a002882P1","131567",1,"cellular organisms"
"Lflavo2a002891P1","131567",1,"cellular organisms"
"Lflavo2a002901P1","131567",1,"cellular organisms"
"Lflavo2a002956P1","131567",1,"cellular organisms"
"Lflavo2a002956P2","131567",1,"cellular organisms"
"Lflavo2a002957P1","131567",1,"cellular organisms"
"Lflavo2a002960P1","131567",1,"cellular organisms"
"Lflavo2a002964P1","131567",1,"cellular organisms"
"Lflavo2a002972P2","131567",1,"cellular organisms"
"Lflavo2a002978P1","131567",1,"cellular organisms"
"Lflavo2a002980P1","131567",1,"cellular organisms"
"Lflavo2a002990P1","131567",1,"cellular organisms"
"Lflavo2a002993P1","131567",1,"cellular organisms"
"Lflavo2a002998P1","131567",1,"cellular organisms"
"Lflavo2a003010P1","131567",1,"cellular organisms"
"Lflavo2a003016P1","131567",1,"cellular organisms"
"Lflavo2a003019P10","131567",1,"cellular organisms"
"Lflavo2a003043P1","131567",1,"cellular organisms"
"Lflavo2a003050P1","131567",1,"cellular organisms"
"Lflavo2a003051P1","131567",1,"cellular organisms"
"Lflavo2a003075P1","131567",1,"cellular organisms"
"Lflavo2a003116P1","131567",1,"cellular organisms"
"Lflavo2a003186P1","131567",1,"cellular organisms"
"Lflavo2a003212P1","131567",1,"cellular organisms"
"Lflavo2a003223P1","131567",1,"cellular organisms"
"Lflavo2a003224P1","131567",1,"cellular organisms"
"Lflavo2a003224P2","131567",1,"cellular organisms"
"Lflavo2a003229P1","131567",1,"cellular organisms"
"Lflavo2a003230P1","131567",1,"cellular organisms"
"Lflavo2a003238P1","131567",1,"cellular organisms"
"Lflavo2a003239P1","131567",1,"cellular organisms"
"Lflavo2a003244P1","131567",1,"cellular organisms"
"Lflavo2a003244P2","131567",1,"cellular organisms"
"Lflavo2a003256P1","131567",1,"cellular organisms"
"Lflavo2a003264P1","131567",1,"cellular organisms"
"Lflavo2a003283P1","131567",1,"cellular organisms"
"Lflavo2a003287P1","131567",1,"cellular organisms"
"Lflavo2a003300P1","131567",1,"cellular organisms"
"Lflavo2a003303P1","131567",1,"cellular organisms"
"Lflavo2a003308P1","131567",1,"cellular organisms"
"Lflavo2a003327P1","131567",1,"cellular organisms"
"Lflavo2a003327P2","131567",1,"cellular organisms"
"Lflavo2a003350P1","131567",1,"cellular organisms"
"Lflavo2a003351P1","131567",1,"cellular organisms"
"Lflavo2a003352P1","131567",1,"cellular organisms"
"Lflavo2a003363P1","131567",1,"cellular organisms"
"Lflavo2a003363P2","131567",1,"cellular organisms"
"Lflavo2a003368P1","131567",1,"cellular organisms"
"Lflavo2a003368P2","131567",1,"cellular organisms"
"Lflavo2a003382P1","131567",1,"cellular organisms"
"Lflavo2a003387P1","131567",1,"cellular organisms"
"Lflavo2a003388P1","131567",1,"cellular organisms"
"Lflavo2a003388P2","131567",1,"cellular organisms"
"Lflavo2a003392P1","131567",1,"cellular organisms"
"Lflavo2a003398P1","131567",1,"cellular organisms"
"Lflavo2a003398P2","131567",1,"cellular organisms"
"Lflavo2a003398P3","131567",1,"cellular organisms"
"Lflavo2a003398P4","131567",1,"cellular organisms"
"Lflavo2a003398P5","131567",1,"cellular organisms"
"Lflavo2a003399P1","131567",1,"cellular organisms"
"Lflavo2a003411P1","131567",1,"cellular organisms"
"Lflavo2a003415P1","131567",1,"cellular organisms"
"Lflavo2a003435P1","131567",1,"cellular organisms"
"Lflavo2a003436P1","131567",1,"cellular organisms"
"Lflavo2a003436P2","131567",1,"cellular organisms"
"Lflavo2a003436P3","131567",1,"cellular organisms"
"Lflavo2a003459P1","131567",1,"cellular organisms"
"Lflavo2a003471P1","131567",1,"cellular organisms"
"Lflavo2a003471P2","131567",1,"cellular organisms"
"Lflavo2a003482P1","131567",1,"cellular organisms"
"Lflavo2a003546P1","131567",1,"cellular organisms"
"Lflavo2a003584P1","131567",1,"cellular organisms"
"Lflavo2a003584P2","131567",1,"cellular organisms"
"Lflavo2a003586P1","131567",1,"cellular organisms"
"Lflavo2a003592P1","131567",1,"cellular organisms"
"Lflavo2a003609P1","131567",1,"cellular organisms"
"Lflavo2a003614P1","131567",1,"cellular organisms"
"Lflavo2a003622P1","131567",1,"cellular organisms"
"Lflavo2a003624P1","131567",1,"cellular organisms"
"Lflavo2a003624P2","131567",1,"cellular organisms"
"Lflavo2a003630P1","131567",1,"cellular organisms"
"Lflavo2a003648P1","131567",1,"cellular organisms"
"Lflavo2a003649P1","131567",1,"cellular organisms"
"Lflavo2a003651P1","131567",1,"cellular organisms"
"Lflavo2a003656P1","131567",1,"cellular organisms"
"Lflavo2a003658P1","131567",1,"cellular organisms"
"Lflavo2a003663P1","131567",1,"cellular organisms"
"Lflavo2a003666P1","131567",1,"cellular organisms"
"Lflavo2a003671P1","131567",1,"cellular organisms"
"Lflavo2a003671P2","131567",1,"cellular organisms"
"Lflavo2a003674P1","131567",1,"cellular organisms"
"Lflavo2a003676P1","131567",1,"cellular organisms"
"Lflavo2a003687P1","131567",1,"cellular organisms"
"Lflavo2a003691P1","131567",1,"cellular organisms"
"Lflavo2a003715P1","131567",1,"cellular organisms"
"Lflavo2a003719P1","131567",1,"cellular organisms"
"Lflavo2a003720P1","131567",1,"cellular organisms"
"Lflavo2a003740P1","131567",1,"cellular organisms"
"Lflavo2a003742P1","131567",1,"cellular organisms"
"Lflavo2a003747P1","131567",1,"cellular organisms"
"Lflavo2a003767P1","131567",1,"cellular organisms"
"Lflavo2a003785P1","131567",1,"cellular organisms"
"Lflavo2a003785P2","131567",1,"cellular organisms"
"Lflavo2a003795P1","131567",1,"cellular organisms"
"Lflavo2a003802P1","131567",1,"cellular organisms"
"Lflavo2a003802P2","131567",1,"cellular organisms"
"Lflavo2a003804P1","131567",1,"cellular organisms"
"Lflavo2a003806P1","131567",1,"cellular organisms"
"Lflavo2a003825P1","131567",1,"cellular organisms"
"Lflavo2a003840P1","131567",1,"cellular organisms"
"Lflavo2a003847P1","131567",1,"cellular organisms"
"Lflavo2a003847P2","131567",1,"cellular organisms"
"Lflavo2a003869P1","131567",1,"cellular organisms"
"Lflavo2a003869P2","131567",1,"cellular organisms"
"Lflavo2a003877P1","131567",1,"cellular organisms"
"Lflavo2a003904P1","131567",1,"cellular organisms"
"Lflavo2a003970P1","131567",1,"cellular organisms"
"Lflavo2a003973P1","131567",1,"cellular organisms"
"Lflavo2a004020P1","131567",1,"cellular organisms"
"Lflavo2a004042P1","131567",1,"cellular organisms"
"Lflavo2a004067P1","131567",1,"cellular organisms"
"Lflavo2a004070P1","131567",1,"cellular organisms"
"Lflavo2a004075P1","131567",1,"cellular organisms"
"Lflavo2a004078P1","131567",1,"cellular organisms"
"Lflavo2a004092P1","131567",1,"cellular organisms"
"Lflavo2a004092P10","131567",1,"cellular organisms"
"Lflavo2a004092P11","131567",1,"cellular organisms"
"Lflavo2a004092P12","131567",1,"cellular organisms"
"Lflavo2a004092P13","131567",1,"cellular organisms"
"Lflavo2a004092P14","131567",1,"cellular organisms"
"Lflavo2a004092P15","131567",1,"cellular organisms"
"Lflavo2a004092P16","131567",1,"cellular organisms"
"Lflavo2a004092P17","131567",1,"cellular organisms"
"Lflavo2a004092P18","131567",1,"cellular organisms"
"Lflavo2a004092P19","131567",1,"cellular organisms"
"Lflavo2a004092P2","131567",1,"cellular organisms"
"Lflavo2a004092P20","131567",1,"cellular organisms"
"Lflavo2a004092P21","131567",1,"cellular organisms"
"Lflavo2a004092P22","131567",1,"cellular organisms"
"Lflavo2a004092P23","131567",1,"cellular organisms"
"Lflavo2a004092P3","131567",1,"cellular organisms"
"Lflavo2a004092P4","131567",1,"cellular organisms"
"Lflavo2a004092P5","131567",1,"cellular organisms"
"Lflavo2a004092P6","131567",1,"cellular organisms"
"Lflavo2a004092P7","131567",1,"cellular organisms"
"Lflavo2a004092P8","131567",1,"cellular organisms"
"Lflavo2a004092P9","131567",1,"cellular organisms"
"Lflavo2a004096P1","131567",1,"cellular organisms"
"Lflavo2a004103P1","131567",1,"cellular organisms"
"Lflavo2a004116P1","131567",1,"cellular organisms"
"Lflavo2a004121P1","131567",1,"cellular organisms"
"Lflavo2a004121P2","131567",1,"cellular organisms"
"Lflavo2a004121P3","131567",1,"cellular organisms"
"Lflavo2a004121P4","131567",1,"cellular organisms"
"Lflavo2a004122P1","131567",1,"cellular organisms"
"Lflavo2a004122P2","131567",1,"cellular organisms"
"Lflavo2a004122P3","131567",1,"cellular organisms"
"Lflavo2a004122P4","131567",1,"cellular organisms"
"Lflavo2a004122P5","131567",1,"cellular organisms"
"Lflavo2a004122P6","131567",1,"cellular organisms"
"Lflavo2a004122P8","131567",1,"cellular organisms"
"Lflavo2a004141P1","131567",1,"cellular organisms"
"Lflavo2a004144P1","131567",1,"cellular organisms"
"Lflavo2a004144P2","131567",1,"cellular organisms"
"Lflavo2a004154P1","131567",1,"cellular organisms"
"Lflavo2a004154P2","131567",1,"cellular organisms"
"Lflavo2a004160P1","131567",1,"cellular organisms"
"Lflavo2a004160P2","131567",1,"cellular organisms"
"Lflavo2a004168P1","131567",1,"cellular organisms"
"Lflavo2a004180P1","131567",1,"cellular organisms"
"Lflavo2a004189P1","131567",1,"cellular organisms"
"Lflavo2a004199P1","131567",1,"cellular organisms"
"Lflavo2a004201P1","131567",1,"cellular organisms"
